id,sex,birthy,birthm,area,size,school,grade,home1,home2,home3,home4,home5,home6,home7,home8,home9,q01,q02,q03,q0311,q0312,q0321,q0322,q0323,q0324,q0325,q0326,q033,q04,q041,q0421,q0422,q0423,q0424,q0425,q05,q061,q062,q071,q072,q073,q074,q075,q081,q082,q083,q084,q085,q086,q09,q0911,q0912,q0921,q0922,q0923,q0924,q10,q11,q1211,q1212,q1213,q1214,q12151,q12152,q12153,q12154,q12155,q1221,q1222,q1223,q1224,q12251,q12252,q12253,q12254,q12255,q1231,q1232,q1233,q1234,q12351,q12352,q12353,q12354,q12355,q1241,q1242,q1243,q1244,q12451,q12452,q12453,q12454,q12455,q1251,q1252,q1253,q1254,q12551,q12552,q12553,q12554,q12555,q1261,q1262,q1263,q1264,q12651,q12652,q12653,q12654,q12655,q1271,q1272,q1273,q1274,q12751,q12752,q12753,q12754,q12755,q131,q132,q133,q134,q135,q136,q137,q138,q141,q142,q143,q144,q145,q146,q147,q148,q149,q1410,q1411,q1412,q151,q152,q153,q154,q155,q161,q162,q163,q164,q165,q166,q167,q168,q171,q172,q173,q174,q175,q176,q177,q178,q18,q191,q192,q201,q202,q21,q221,q222,q223,q224,q225,q226,q23,q241,q242,q25,q26,q27,q281,q282,q283,q284,q285,q286,q287,q288,q289,q2810,q2811,q2812,q2813,q2814,q28141,q28142,q29,q301,q302,q31,q32,q33,q34,q35,q351,q352,q3531,q3532,q3533,q3534,q3535,q3536,q3537,q3541,q3542,q3543,q3544,q3545,q3546,q3547,q3551,q3552,q3553,q3554,q3555,q3556,q3557,q36,q371,q372,q38,q391,q392,q401,q402,q41,q411,q42,q43,q44,q45,q46,q471,q472,q481,q482,q483,q484,q485,q486,q487,q488,q489,q4810,q4811,q4812,q4813,q4814,q4815,q4816,q4817,q49,q501,q502,q503,q511,q512,q513,q514,q52,q53,q5411,q5412,q5421,q5422,wt,academic_pressure,human_rel
24325.0,여성,2006.0,7월,"수도권(서울, 경기, 인천)",도서벽지 및 읍면지역,중학생,3학년,아니오,예,예,아니오,예,예,예,아니오,아니오,26~100권,없다,있다,3.0,0.0,그렇지 않다,그렇다,전혀 그렇지 않다,그렇지 않다,그렇지 않다,그렇지 않다,문자메시지(카카오톡 등 포함),있다,1주일에 1-2회,거의 그렇지 않다,거의 그렇지 않다,거의 그렇지 않다,거의 그렇지 않다,거의 그렇지 않다,조금 그렇다,매우 그렇다,매우 그렇다,매우 그렇다,매우 그렇다,매우 그렇다,매우 그렇다,매우 그렇다,경험이 전혀 없거나 거의 없었다,경험이 전혀 없거나 거의 없었다,경험이 전혀 없거나 거의 없었다,경험이 전혀 없거나 거의 없었다,경험이 전혀 없거나 거의 없었다,경험이 전혀 없거나 거의 없었다,없다,,,,,,,친구,988.0,친구1,남성,중,중,예,아니오,아니오,아니오,아니오,친구2,남성,중,중,예,아니오,아니오,아니오,아니오,친구3,여성,중,중,예,아니오,아니오,아니오,아니오,친구4,여성,중,중,예,아니오,아니오,아니오,아니오,친구5,여성,중,중,예,아니오,아니오,아니오,아니오,친구6,여성,중,중,예,아니오,아니오,아니오,아니오,친구7,여성,중,중,예,아니오,아니오,아니오,아니오,전혀 그렇지 않다,별로 그렇지 않다,조금 그렇다,매우 그렇다,별로 그렇지 않다,보통이다,조금 그렇다,조금 그렇다,예,예,아니오,아니오,아니오,아니오,아니오,아니오,아니오,예,아니오,아니오,4일,2일,2일,7일,7일,매우 그렇다,보통이다,보통이다,조금 그렇다,조금 그렇다,전혀 그렇지 않다,전혀 그렇지 않다,보통이다,조금 그렇다,매우 그렇다,보통이다,조금 그렇다,조금 그렇다,조금 그렇다,조금 그렇다,조금 그렇다,좋은 편이다,고등학교 졸업,고등학교 졸업,생산/기술/노무직(노동자),주부,미래 진로와 직업,조금 그렇다,전혀 그렇지 않다,별로 그렇지 않다,별로 그렇지 않다,매우 그렇다,보통이다,별로 행복하지 않은 편이다,성적이 좋을 때,친구들과 사이가 좋지 않을 때,집,보통이다,돈,아니오,아니오,1일,예,아니오,아니오,아니오,아니오,예,아니오,아니오,아니오,아니오,아니오,,,전혀 없다,,,전혀 없다,,전혀 심각하지 않다,없음,없다,,,,,,,,,,,,,,,,,,,,,,,,없다,,,중의 하,4.0,0.0,15.0,0.0,예,기타,163.0,58.0,고등학교 졸업,150000.0,150000.0,26.0,10.0,조금 그렇다,전혀 그렇지 않다,전혀 그렇지 않다,전혀 그렇지 않다,전혀 그렇지 않다,전혀 그렇지 않다,전혀 그렇지 않다,전혀 그렇지 않다,전혀 그렇지 않다,전혀 그렇지 않다,전혀 그렇지 않다,전혀 그렇지 않다,전혀 그렇지 않다,전혀 그렇지 않다,전혀 그렇지 않다,전혀 그렇지 않다,전혀 그렇지 않다,약간 증가하였다,예,예,예,차이 없음,차이 없음,차이 없음,차이 없음,1.0,그대로다,,,,,0.277657670400671,-0.6346292616772948,0.010459541162092467
